order_id,order_date,region,category,product,unit_price,quantity,discount,revenue,cost,profit
10520,2022-02-01,South,Clothing,T-Shirt,805.71,6,0.15,4109.12,2853.46,1255.66
14264,2022-02-01,Central,Clothing,Dress,2800.55,4,0.05,10642.09,7096.59,3545.5
11042,2022-02-01,North,Electronics,Smart Watch,15877.62,2,0.0,31755.24,22219.53,9535.71
13150,2022-02-01,North,Food & Beverage,Protein Bar,315.72,4,0.15,1073.45,881.11,192.34
12353,2022-02-01,North,Clothing,Jacket,4873.97,7,0.2,27294.23,18154.47,9139.76
13821,2022-02-02,West,Furniture,Bed Frame,22009.12,3,0.2,52821.89,39043.31,13778.58
10501,2022-02-02,South,Clothing,T-Shirt,766.78,2,0.0,1533.56,859.11,674.45
13511,2022-02-02,South,Food & Beverage,Protein Bar,278.11,2,0.05,528.41,343.7,184.71
11346,2022-02-02,South,Food & Beverage,Snack Box,457.5,3,0.0,1372.5,687.27,685.23
12994,2022-02-02,East,Furniture,Chair,12665.35,3,0.0,37996.05,23411.08,14584.97
11010,2022-02-03,South,Sports,Tennis Racket,6520.1,4,0.15,22168.34,16264.27,5904.07
14613,2022-02-03,North,Food & Beverage,Protein Bar,286.49,3,0.0,859.47,558.55,300.92
12408,2022-02-03,North,Food & Beverage,Coffee Beans,1174.31,4,0.2,3757.79,2578.73,1179.06
13513,2022-02-03,South,Food & Beverage,Juice Pack,242.4,3,0.05,690.84,471.51,219.33
10359,2022-02-03,Central,Sports,Dumbbells,3091.33,6,0.15,15765.78,10217.68,5548.1
13687,2022-02-03,North,Electronics,Smart Watch,15613.3,4,0.0,62453.2,40618.18,21835.02
10365,2022-02-03,East,Electronics,Tablet,28655.57,2,0.0,57311.14,34471.64,22839.5
14042,2022-02-04,North,Clothing,Shoes,3363.68,6,0.0,20182.08,10496.56,9685.52
14714,2022-02-04,South,Food & Beverage,Snack Box,427.19,3,0.0,1281.57,654.38,627.19
14251,2022-02-04,West,Food & Beverage,Protein Bar,309.49,6,0.0,1856.94,942.31,914.63
12761,2022-02-04,East,Furniture,Table,17995.05,4,0.1,64782.18,36041.19,28740.99
14055,2022-02-04,Central,Furniture,Bookshelf,8646.73,4,0.05,32857.57,19859.28,12998.29
14651,2022-02-05,West,Electronics,Headphones,7231.8,3,0.0,21695.4,14920.33,6775.07
12594,2022-02-05,West,Electronics,Headphones,7904.35,4,0.0,31617.4,17950.74,13666.66
10156,2022-02-05,North,Furniture,Table,17239.3,3,0.05,49132.0,31717.6,17414.4
11527,2022-02-05,East,Clothing,Dress,3272.67,3,0.0,9818.01,6160.8,3657.21
13837,2022-02-05,East,Electronics,Tablet,26291.77,3,0.05,74931.54,41970.18,32961.36
12260,2022-02-05,East,Sports,Cycling Helmet,2676.79,1,0.0,2676.79,1560.48,1116.31
13672,2022-02-05,South,Food & Beverage,Snack Box,471.15,2,0.0,942.3,645.78,296.52
14015,2022-02-05,East,Furniture,Table,17136.33,1,0.05,16279.51,9958.71,6320.8
13462,2022-02-05,South,Electronics,Smart Watch,15826.69,1,0.15,13452.69,10145.97,3306.72
13804,2022-02-06,North,Clothing,T-Shirt,768.82,5,0.1,3459.69,2282.46,1177.23
10845,2022-02-06,North,Clothing,Jeans,2373.33,6,0.15,12103.98,7913.71,4190.27
11581,2022-02-06,North,Food & Beverage,Coffee Beans,1085.55,2,0.05,2062.54,1328.01,734.53
13612,2022-02-07,Central,Electronics,Laptop,77125.67,3,0.0,231377.01,155362.01,76015.0
12558,2022-02-07,Central,Food & Beverage,Coffee Beans,1171.19,1,0.05,1112.63,664.09,448.54
11004,2022-02-08,East,Electronics,Mobile Phone,34051.96,4,0.05,129397.45,88867.1,40530.35
10303,2022-02-08,West,Electronics,Tablet,25397.74,4,0.1,91431.86,57438.14,33993.72
10444,2022-02-08,West,Furniture,Bookshelf,9866.12,6,0.0,59196.72,41169.04,18027.68
11546,2022-02-08,West,Food & Beverage,Coffee Beans,1153.31,2,0.0,2306.62,1254.48,1052.14
10730,2022-02-09,West,Furniture,Bookshelf,9510.1,6,0.1,51354.54,39443.62,11910.92
11414,2022-02-09,West,Sports,Yoga Mat,1388.15,1,0.0,1388.15,937.98,450.17
14329,2022-02-09,South,Furniture,Sofa,47935.25,3,0.15,122234.89,94350.03,27884.86
13183,2022-02-10,West,Sports,Cycling Helmet,2672.99,5,0.0,13364.95,9005.3,4359.65
13217,2022-02-10,Central,Furniture,Bookshelf,8369.26,2,0.1,15064.67,11283.99,3780.68
11846,2022-02-10,East,Furniture,Table,17797.12,1,0.0,17797.12,9918.9,7878.22
10856,2022-02-10,North,Electronics,Headphones,7581.26,3,0.05,21606.59,11413.22,10193.37
10122,2022-02-10,Central,Food & Beverage,Snack Box,471.96,1,0.0,471.96,289.77,182.19
14686,2022-02-10,North,Clothing,Shoes,3681.45,3,0.05,10492.13,6324.42,4167.71
14706,2022-02-10,West,Food & Beverage,Snack Box,492.88,3,0.05,1404.71,1014.73,389.98
14087,2022-02-10,East,Sports,Dumbbells,2954.32,5,0.1,13294.44,7800.4,5494.04
10814,2022-02-11,North,Food & Beverage,Protein Bar,298.92,3,0.15,762.25,614.22,148.03
12770,2022-02-11,South,Electronics,Mobile Phone,31549.91,4,0.15,107269.69,75213.89,32055.8
10797,2022-02-11,East,Furniture,Sofa,45318.13,3,0.0,135954.39,69105.54,66848.85
12232,2022-02-12,North,Electronics,Laptop,71080.93,2,0.0,142161.86,83233.36,58928.5
13602,2022-02-12,North,Clothing,Jacket,4125.01,4,0.0,16500.04,10436.0,6064.04
14831,2022-02-12,West,Electronics,Tablet,28407.37,2,0.0,56814.74,33920.83,22893.91
12463,2022-02-12,South,Food & Beverage,Protein Bar,326.1,3,0.15,831.56,658.29,173.27
13090,2022-02-12,Central,Food & Beverage,Snack Box,458.02,1,0.05,435.12,311.6,123.52
12453,2022-02-12,South,Furniture,Chair,10918.19,2,0.0,21836.38,14600.28,7236.1
12175,2022-02-13,South,Clothing,Jacket,4096.97,3,0.1,11061.82,7306.85,3754.97
14873,2022-02-13,West,Sports,Tennis Racket,6395.19,5,0.0,31975.95,16770.97,15204.98
12683,2022-02-13,West,Electronics,Tablet,29045.61,4,0.0,116182.44,65807.48,50374.96
14636,2022-02-13,East,Furniture,Table,17361.31,4,0.0,69445.24,46841.77,22603.47
12405,2022-02-13,East,Electronics,Smart Watch,13776.24,2,0.0,27552.48,17589.01,9963.47
13828,2022-02-13,Central,Furniture,Bed Frame,22816.32,2,0.1,41069.38,31199.13,9870.25
12509,2022-02-14,South,Clothing,Jeans,1980.14,2,0.0,3960.28,2580.37,1379.91
14603,2022-02-14,South,Clothing,Jacket,4394.19,4,0.05,16697.92,11119.31,5578.61
14146,2022-02-14,South,Furniture,Sofa,45829.8,1,0.2,36663.84,23745.28,12918.56
12789,2022-02-14,West,Sports,Cycling Helmet,2550.46,3,0.1,6886.24,4751.06,2135.18
14724,2022-02-14,Central,Electronics,Smart Watch,13942.31,4,0.2,44615.39,38798.14,5817.25
12372,2022-02-14,West,Electronics,Headphones,8367.8,3,0.15,21337.89,16878.66,4459.23
12957,2022-02-14,South,Electronics,Tablet,27053.62,3,0.2,64928.69,55099.55,9829.14
11213,2022-02-14,North,Clothing,Dress,3048.48,6,0.0,18290.88,9585.0,8705.88
13478,2022-02-14,West,Sports,Running Shoes,4494.99,5,0.0,22474.95,13577.04,8897.91
13269,2022-02-14,West,Food & Beverage,Protein Bar,275.07,1,0.0,275.07,170.3,104.77
13540,2022-02-15,West,Food & Beverage,Juice Pack,236.37,2,0.0,472.74,287.03,185.71
14448,2022-02-15,Central,Electronics,Smart Watch,16470.29,5,0.0,82351.45,50331.14,32020.31
13342,2022-02-15,East,Electronics,Laptop,82324.33,7,0.0,576270.31,326604.06,249666.25
14051,2022-02-15,West,Clothing,Jeans,2388.16,6,0.0,14328.96,9841.17,4487.79
14924,2022-02-16,South,Clothing,Shoes,3354.31,4,0.15,11404.65,6919.52,4485.13
12544,2022-02-16,South,Furniture,Sofa,41891.15,4,0.05,159186.37,94736.96,64449.41
12875,2022-02-16,Central,Food & Beverage,Tea Set,1872.18,4,0.1,6739.85,4794.38,1945.47
13236,2022-02-17,South,Electronics,Mobile Phone,33781.66,3,0.0,101344.98,67994.09,33350.89
13460,2022-02-17,Central,Sports,Running Shoes,4103.01,5,0.2,16412.04,12215.64,4196.4
12103,2022-02-17,Central,Sports,Tennis Racket,5894.35,4,0.05,22398.53,15963.97,6434.56
12696,2022-02-17,East,Furniture,Bookshelf,9367.42,2,0.0,18734.84,10724.03,8010.81
11091,2022-02-17,South,Clothing,Jacket,4479.43,2,0.15,7615.03,6150.26,1464.77
14269,2022-02-17,Central,Clothing,Jeans,2182.05,3,0.0,6546.15,4295.99,2250.16
11940,2022-02-17,Central,Electronics,Mobile Phone,32405.82,3,0.0,97217.46,51292.47,45924.99
12961,2022-02-17,South,Electronics,Headphones,7377.87,6,0.05,42053.86,25442.44,16611.42
12003,2022-02-18,South,Furniture,Sofa,40613.92,1,0.0,40613.92,25311.4,15302.52
11384,2022-02-18,Central,Electronics,Laptop,71837.9,6,0.1,387924.66,252151.24,135773.42
13510,2022-02-18,East,Food & Beverage,Protein Bar,328.2,5,0.2,1312.8,1133.24,179.56
14331,2022-02-18,West,Sports,Running Shoes,4902.41,3,0.0,14707.23,9630.79,5076.44
13523,2022-02-19,West,Food & Beverage,Juice Pack,246.36,4,0.2,788.35,627.96,160.39
12241,2022-02-19,South,Food & Beverage,Snack Box,450.06,6,0.0,2700.36,1462.92,1237.44
13477,2022-02-19,Central,Clothing,T-Shirt,782.72,6,0.05,4461.5,2727.91,1733.59
11864,2022-02-19,Central,Furniture,Sofa,45022.77,4,0.0,180091.08,116312.41,63778.67
14379,2022-02-20,Central,Clothing,T-Shirt,720.86,3,0.05,2054.45,1406.64,647.81
13522,2022-02-20,Central,Clothing,Dress,3249.57,3,0.0,9748.71,6668.99,3079.72
11861,2022-02-21,South,Food & Beverage,Coffee Beans,1267.62,5,0.0,6338.1,3595.86,2742.24
11408,2022-02-21,Central,Clothing,Shoes,3480.23,3,0.05,9918.66,6615.6,3303.06
14467,2022-02-21,Central,Food & Beverage,Juice Pack,267.88,3,0.15,683.09,407.36,275.73
10772,2022-02-22,South,Clothing,Jacket,4894.26,5,0.0,24471.3,13874.19,10597.11
13304,2022-02-22,West,Furniture,Bookshelf,8274.1,2,0.0,16548.2,9614.23,6933.97
10139,2022-02-22,East,Sports,Cycling Helmet,2766.83,3,0.05,7885.47,4452.26,3433.21
11094,2022-02-23,West,Sports,Yoga Mat,1625.56,3,0.0,4876.68,3042.19,1834.49
12265,2022-02-23,West,Furniture,Chair,11022.18,2,0.15,18737.71,13210.59,5527.12
10286,2022-02-23,Central,Furniture,Chair,12519.18,1,0.0,12519.18,6438.01,6081.17
10388,2022-02-23,South,Food & Beverage,Tea Set,1690.06,1,0.05,1605.56,960.78,644.78
12978,2022-02-23,Central,Sports,Yoga Mat,1567.31,2,0.2,2507.7,1791.11,716.59
14063,2022-02-24,West,Sports,Dumbbells,3009.87,4,0.0,12039.48,6329.4,5710.08
13785,2022-02-24,North,Sports,Yoga Mat,1469.27,1,0.0,1469.27,841.26,628.01
13795,2022-02-24,Central,Clothing,Shoes,3615.36,2,0.0,7230.72,4386.47,2844.25
14482,2022-02-24,Central,Clothing,Dress,3204.25,2,0.15,5447.22,3471.57,1975.65
10349,2022-02-24,West,Electronics,Headphones,8740.5,4,0.1,31465.8,23583.64,7882.16
10440,2022-02-24,Central,Food & Beverage,Juice Pack,247.98,3,0.15,632.35,396.63,235.72
11591,2022-02-25,East,Food & Beverage,Coffee Beans,1258.03,4,0.05,4780.51,3090.42,1690.09
11819,2022-02-25,North,Furniture,Bookshelf,9010.77,2,0.0,18021.54,10512.72,7508.82
10128,2022-02-25,North,Food & Beverage,Protein Bar,325.93,5,0.2,1303.72,1002.65,301.07
12491,2022-02-26,Central,Electronics,Headphones,7407.24,4,0.0,29628.96,20542.44,9086.52
12584,2022-02-26,East,Sports,Cycling Helmet,3029.36,3,0.2,7270.46,5786.86,1483.6
11618,2022-02-26,South,Furniture,Bookshelf,8987.46,5,0.05,42690.43,28076.34,14614.09
11050,2022-02-26,West,Electronics,Tablet,26067.11,4,0.0,104268.44,60897.97,43370.47
12514,2022-02-27,East,Food & Beverage,Coffee Beans,1251.04,6,0.1,6755.62,3896.73,2858.89
14341,2022-02-27,South,Electronics,Laptop,68725.72,3,0.0,206177.16,144299.71,61877.45
11981,2022-02-27,North,Furniture,Table,19178.93,3,0.15,48906.27,34930.88,13975.39
14893,2022-02-27,Central,Sports,Cycling Helmet,2976.95,5,0.0,14884.75,8013.35,6871.4
14530,2022-02-27,West,Furniture,Bed Frame,20698.48,2,0.1,37257.26,22007.86,15249.4
