order_id,order_date,region,category,product,unit_price,quantity,discount,revenue,cost,profit,year,month,month_name,quarter,profit_margin,year_quarter,discount_band
10604,2022-01-10,South,Clothing,Jacket,4438.11,2,0.2,7100.98,4531.78,2569.2,2022,1,Jan,1,36.18092150660895,2022-Q1,16-20%
14952,2022-01-10,North,Sports,Tennis Racket,6330.5,3,0.1,17092.35,12070.73,5021.62,2022,1,Jan,1,29.37934222035004,2022-Q1,6-10%
12161,2022-01-11,East,Clothing,Shoes,3496.47,4,0.0,13985.88,8530.46,5455.42,2022,1,Jan,1,39.00662668348363,2022-Q1,No Discount
11779,2022-01-11,West,Furniture,Table,17524.2,5,0.2,70096.8,55424.18,14672.62,2022,1,Jan,1,20.931939831775487,2022-Q1,16-20%
12377,2022-01-11,South,Sports,Running Shoes,4667.61,1,0.0,4667.61,3098.2,1569.41,2022,1,Jan,1,33.62341755202342,2022-Q1,No Discount
13814,2022-01-11,Central,Food & Beverage,Protein Bar,280.61,3,0.0,841.83,540.77,301.06,2022,1,Jan,1,35.76256488839789,2022-Q1,No Discount
13753,2022-01-11,East,Furniture,Table,18314.6,5,0.1,82415.7,47541.25,34874.45,2022,1,Jan,1,42.31529914809921,2022-Q1,6-10%
11456,2022-01-11,West,Electronics,Laptop,74547.68,3,0.05,212460.89,118004.45,94456.44,2022,1,Jan,1,44.458271825934645,2022-Q1,1-5%
10354,2022-01-11,North,Electronics,Tablet,25394.15,5,0.0,126970.75,84597.4,42373.35,2022,1,Jan,1,33.37252871232154,2022-Q1,No Discount
13647,2022-01-11,Central,Furniture,Bed Frame,20941.69,3,0.2,50260.06,38427.08,11832.98,2022,1,Jan,1,23.543505519094087,2022-Q1,16-20%
11691,2022-01-12,East,Electronics,Smart Watch,14916.84,4,0.05,56683.99,40521.91,16162.08,2022,1,Jan,1,28.51260117715778,2022-Q1,1-5%
11717,2022-01-12,West,Electronics,Laptop,70427.62,3,0.0,211282.86,127895.53,83387.33,2022,1,Jan,1,39.467153180338435,2022-Q1,No Discount
14368,2022-01-12,Central,Sports,Cycling Helmet,3034.2,3,0.1,8192.34,5163.54,3028.8,2022,1,Jan,1,36.971121804026694,2022-Q1,6-10%
14273,2022-01-12,Central,Furniture,Table,18798.89,4,0.0,75195.56,49795.7,25399.86,2022,1,Jan,1,33.7784039376793,2022-Q1,No Discount
14688,2022-01-12,East,Clothing,Jeans,2290.48,2,0.1,4122.86,2628.92,1493.94,2022,1,Jan,1,36.23552582430643,2022-Q1,6-10%
14078,2022-01-12,East,Clothing,Jeans,2096.62,1,0.1,1886.96,1301.01,585.95,2022,1,Jan,1,31.052592529783357,2022-Q1,6-10%
11258,2022-01-12,Central,Food & Beverage,Protein Bar,273.32,2,0.0,546.64,341.9,204.74,2022,1,Jan,1,37.454266061759114,2022-Q1,No Discount
13967,2022-01-12,East,Furniture,Bookshelf,8291.33,3,0.0,24873.99,15021.94,9852.05,2022,1,Jan,1,39.60783935347726,2022-Q1,No Discount
14917,2022-01-13,West,Furniture,Sofa,48094.55,2,0.0,96189.1,54787.98,41401.12,2022,1,Jan,1,43.041384106931034,2022-Q1,No Discount
14381,2022-01-13,South,Clothing,Shoes,3588.19,6,0.15,18299.77,12987.31,5312.46,2022,1,Jan,1,29.030200926022566,2022-Q1,11-15%
14192,2022-01-13,Central,Electronics,Laptop,82327.14,3,0.05,234632.35,153219.75,81412.6,2022,1,Jan,1,34.69794339953548,2022-Q1,1-5%
12495,2022-01-13,West,Sports,Cycling Helmet,2860.89,3,0.2,6866.14,5026.61,1839.53,2022,1,Jan,1,26.791326713408115,2022-Q1,16-20%
13963,2022-01-13,North,Electronics,Mobile Phone,35506.93,3,0.2,85216.63,71785.85,13430.78,2022,1,Jan,1,15.760749985067468,2022-Q1,16-20%
11894,2022-01-14,East,Electronics,Laptop,81576.93,3,0.0,244730.79,123385.69,121345.1,2022,1,Jan,1,49.583094959159,2022-Q1,No Discount
11060,2022-01-14,Central,Electronics,Headphones,8308.61,4,0.0,33234.44,21042.49,12191.95,2022,1,Jan,1,36.68468612680099,2022-Q1,No Discount
11260,2022-01-14,South,Sports,Running Shoes,4805.29,1,0.1,4324.76,3306.21,1018.55,2022,1,Jan,1,23.55159592671038,2022-Q1,6-10%
13973,2022-01-14,South,Furniture,Bed Frame,21565.44,3,0.15,54991.87,32793.74,22198.13,2022,1,Jan,1,40.3662032224036,2022-Q1,11-15%
10698,2022-01-14,West,Electronics,Mobile Phone,32796.94,3,0.1,88551.74,67810.38,20741.36,2022,1,Jan,1,23.42287119372245,2022-Q1,6-10%
11757,2022-01-14,South,Food & Beverage,Juice Pack,272.43,5,0.0,1362.15,865.17,496.98,2022,1,Jan,1,36.48496861579121,2022-Q1,No Discount
12049,2022-01-15,West,Sports,Tennis Racket,5744.82,3,0.2,13787.57,8625.94,5161.63,2022,1,Jan,1,37.436836222771674,2022-Q1,16-20%
11849,2022-01-15,South,Food & Beverage,Coffee Beans,1242.89,4,0.2,3977.25,3353.61,623.64,2022,1,Jan,1,15.680181029605883,2022-Q1,16-20%
11021,2022-01-15,Central,Sports,Yoga Mat,1487.88,4,0.1,5356.37,3648.23,1708.14,2022,1,Jan,1,31.88988064678131,2022-Q1,6-10%
11022,2022-01-15,West,Clothing,Jacket,4129.33,5,0.05,19614.32,12380.51,7233.81,2022,1,Jan,1,36.880248716244054,2022-Q1,1-5%
11426,2022-01-15,South,Electronics,Smart Watch,15931.3,5,0.0,79656.5,44169.01,35487.49,2022,1,Jan,1,44.55065186143001,2022-Q1,No Discount
13323,2022-01-16,Central,Furniture,Sofa,43510.44,4,0.1,156637.58,117563.42,39074.16,2022,1,Jan,1,24.945584578106995,2022-Q1,6-10%
10300,2022-01-16,West,Food & Beverage,Protein Bar,270.56,4,0.0,1082.24,628.02,454.22,2022,1,Jan,1,41.970357776463636,2022-Q1,No Discount
11955,2022-01-16,South,Food & Beverage,Coffee Beans,1285.34,2,0.2,2056.54,1343.66,712.88,2022,1,Jan,1,34.6640473805518,2022-Q1,16-20%
12786,2022-01-17,South,Food & Beverage,Snack Box,438.04,4,0.0,1752.16,996.12,756.04,2022,1,Jan,1,43.149027486074324,2022-Q1,No Discount
11119,2022-01-17,South,Electronics,Mobile Phone,32858.9,6,0.0,197153.4,117136.96,80016.44,2022,1,Jan,1,40.58587881314753,2022-Q1,No Discount
14360,2022-01-17,South,Clothing,Jacket,4655.42,1,0.2,3724.34,2382.52,1341.82,2022,1,Jan,1,36.02839697771954,2022-Q1,16-20%
13979,2022-01-17,North,Sports,Dumbbells,2859.91,3,0.05,8150.74,5533.9,2616.84,2022,1,Jan,1,32.105551152410705,2022-Q1,1-5%
12177,2022-01-17,West,Food & Beverage,Juice Pack,243.91,3,0.0,731.73,447.43,284.3,2022,1,Jan,1,38.853128886337856,2022-Q1,No Discount
11337,2022-01-17,Central,Sports,Cycling Helmet,2941.67,2,0.2,4706.67,3492.19,1214.48,2022,1,Jan,1,25.803381159078498,2022-Q1,16-20%
10233,2022-01-17,Central,Electronics,Smart Watch,15568.58,4,0.15,52933.17,39248.18,13684.99,2022,1,Jan,1,25.85333544165218,2022-Q1,11-15%
14761,2022-01-17,East,Clothing,Jeans,2188.56,6,0.15,11161.66,8515.46,2646.2,2022,1,Jan,1,23.707943083734857,2022-Q1,11-15%
12472,2022-01-18,West,Clothing,Shoes,3532.55,4,0.15,12010.67,8800.47,3210.2,2022,1,Jan,1,26.72790110793153,2022-Q1,11-15%
13554,2022-01-18,South,Sports,Cycling Helmet,2544.27,3,0.05,7251.17,3889.7,3361.47,2022,1,Jan,1,46.35762228716193,2022-Q1,1-5%
14037,2022-01-18,Central,Furniture,Table,16572.65,2,0.0,33145.3,18053.61,15091.69,2022,1,Jan,1,45.53191553553596,2022-Q1,No Discount
14425,2022-01-18,East,Sports,Cycling Helmet,2717.89,2,0.0,5435.78,3610.39,1825.39,2022,1,Jan,1,33.581013212455254,2022-Q1,No Discount
13207,2022-01-18,North,Furniture,Chair,10987.49,6,0.0,65924.94,35411.2,30513.74,2022,1,Jan,1,46.28557872028401,2022-Q1,No Discount
13583,2022-01-19,East,Furniture,Bed Frame,22481.34,4,0.0,89925.36,54248.41,35676.95,2022,1,Jan,1,39.67395849179808,2022-Q1,No Discount
12162,2022-01-19,North,Food & Beverage,Snack Box,447.03,3,0.0,1341.09,780.88,560.21,2022,1,Jan,1,41.77273710190965,2022-Q1,No Discount
10466,2022-01-19,East,Sports,Tennis Racket,6121.86,4,0.0,24487.44,14760.32,9727.12,2022,1,Jan,1,39.72289467580115,2022-Q1,No Discount
12454,2022-01-20,Central,Furniture,Bookshelf,8119.09,3,0.1,21921.54,14135.23,7786.31,2022,1,Jan,1,35.5189918226548,2022-Q1,6-10%
14733,2022-01-21,Central,Clothing,Dress,2898.22,3,0.2,6955.73,5286.9,1668.83,2022,1,Jan,1,23.992161857921452,2022-Q1,16-20%
13156,2022-01-21,West,Food & Beverage,Snack Box,411.46,3,0.0,1234.38,807.63,426.75,2022,1,Jan,1,34.57201186020512,2022-Q1,No Discount
12329,2022-01-21,Central,Sports,Dumbbells,2789.45,5,0.0,13947.25,9599.64,4347.61,2022,1,Jan,1,31.171808062521283,2022-Q1,No Discount
12563,2022-01-21,South,Food & Beverage,Tea Set,1659.46,2,0.1,2987.03,2232.43,754.6,2022,1,Jan,1,25.26255176546603,2022-Q1,6-10%
11763,2022-01-21,Central,Electronics,Laptop,73594.85,2,0.0,147189.7,77521.32,69668.38,2022,1,Jan,1,47.33237448000777,2022-Q1,No Discount
12750,2022-01-22,South,Food & Beverage,Juice Pack,240.63,3,0.1,649.7,362.36,287.34,2022,1,Jan,1,44.226566107434195,2022-Q1,6-10%
12147,2022-01-22,West,Sports,Dumbbells,2722.31,3,0.05,7758.58,4210.32,3548.26,2022,1,Jan,1,45.73336873500048,2022-Q1,1-5%
11381,2022-01-22,North,Electronics,Laptop,82440.19,2,0.05,156636.36,110417.68,46218.68,2022,1,Jan,1,29.506993140034666,2022-Q1,1-5%
13391,2022-01-22,South,Sports,Yoga Mat,1469.65,3,0.1,3968.06,2515.17,1452.89,2022,1,Jan,1,36.61461772251428,2022-Q1,6-10%
12396,2022-01-23,East,Clothing,Shoes,3325.76,4,0.1,11972.74,7145.28,4827.46,2022,1,Jan,1,40.320427905391746,2022-Q1,6-10%
14361,2022-01-23,North,Food & Beverage,Protein Bar,308.77,2,0.05,586.66,314.25,272.41,2022,1,Jan,1,46.43405038693622,2022-Q1,1-5%
13338,2022-01-23,East,Electronics,Tablet,26789.94,5,0.05,127252.21,69790.09,57462.12,2022,1,Jan,1,45.15608805536658,2022-Q1,1-5%
11358,2022-01-23,West,Food & Beverage,Tea Set,1721.5,2,0.05,3270.85,2322.82,948.03,2022,1,Jan,1,28.98420899766116,2022-Q1,1-5%
13729,2022-01-24,North,Electronics,Laptop,79901.97,3,0.0,239705.91,130720.75,108985.16,2022,1,Jan,1,45.46619647383746,2022-Q1,No Discount
10476,2022-01-24,East,Furniture,Table,18436.65,4,0.0,73746.6,48433.22,25313.38,2022,1,Jan,1,34.32480955054199,2022-Q1,No Discount
10885,2022-01-24,South,Sports,Cycling Helmet,3048.07,4,0.2,9753.82,7890.65,1863.17,2022,1,Jan,1,19.10195185065954,2022-Q1,16-20%
12362,2022-01-24,Central,Clothing,T-Shirt,868.17,4,0.1,3125.41,1882.67,1242.74,2022,1,Jan,1,39.76246316483278,2022-Q1,6-10%
13021,2022-01-24,Central,Food & Beverage,Snack Box,422.22,2,0.2,675.55,425.94,249.61,2022,1,Jan,1,36.949152542372886,2022-Q1,16-20%
11183,2022-01-24,West,Electronics,Tablet,26803.05,3,0.1,72368.24,53235.02,19133.22,2022,1,Jan,1,26.438697417541174,2022-Q1,6-10%
10027,2022-01-24,North,Sports,Running Shoes,4265.61,2,0.2,6824.98,5947.37,877.61,2022,1,Jan,1,12.858792260197099,2022-Q1,16-20%
14826,2022-01-24,North,Sports,Tennis Racket,6326.14,3,0.15,16131.66,11887.31,4244.35,2022,1,Jan,1,26.310683463450136,2022-Q1,11-15%
14343,2022-01-25,South,Sports,Yoga Mat,1374.11,2,0.0,2748.22,1872.82,875.4,2022,1,Jan,1,31.853345074266254,2022-Q1,No Discount
11931,2022-01-25,West,Sports,Dumbbells,3209.44,3,0.2,7702.66,6495.33,1207.33,2022,1,Jan,1,15.674195667470716,2022-Q1,16-20%
14901,2022-01-25,South,Sports,Cycling Helmet,2742.74,3,0.05,7816.81,4791.3,3025.51,2022,1,Jan,1,38.70517512898484,2022-Q1,1-5%
12909,2022-01-25,Central,Clothing,Jeans,2240.78,2,0.0,4481.56,2327.64,2153.92,2022,1,Jan,1,48.06183561081409,2022-Q1,No Discount
12901,2022-01-25,East,Furniture,Bed Frame,20522.82,4,0.15,69777.59,44991.32,24786.27,2022,1,Jan,1,35.521820114452225,2022-Q1,11-15%
13531,2022-01-25,South,Clothing,Shoes,3515.55,3,0.1,9491.99,7235.51,2256.48,2022,1,Jan,1,23.772464994168768,2022-Q1,6-10%
12231,2022-01-25,Central,Electronics,Headphones,7441.17,2,0.05,14138.22,8068.84,6069.38,2022,1,Jan,1,42.92888355111181,2022-Q1,1-5%
10668,2022-01-25,East,Furniture,Table,16588.96,4,0.05,63038.05,33934.73,29103.32,2022,1,Jan,1,46.167862108678804,2022-Q1,1-5%
13414,2022-01-25,North,Sports,Running Shoes,4399.55,2,0.1,7919.19,5314.97,2604.22,2022,1,Jan,1,32.88492888792919,2022-Q1,6-10%
12592,2022-01-26,North,Furniture,Bed Frame,22965.75,4,0.15,78083.55,63057.15,15026.4,2022,1,Jan,1,19.244002097752983,2022-Q1,11-15%
12818,2022-01-26,South,Furniture,Table,18729.17,3,0.1,50568.76,38275.15,12293.61,2022,1,Jan,1,24.31068113989744,2022-Q1,6-10%
13333,2022-01-26,South,Clothing,Jacket,4503.31,3,0.0,13509.93,8676.73,4833.2,2022,1,Jan,1,35.775166858747596,2022-Q1,No Discount
14212,2022-01-26,Central,Electronics,Laptop,73627.32,2,0.1,132529.18,74464.94,58064.24,2022,1,Jan,1,43.81241927249531,2022-Q1,6-10%
11877,2022-01-26,Central,Electronics,Smart Watch,15402.15,2,0.2,24643.44,15465.2,9178.24,2022,1,Jan,1,37.24415097892177,2022-Q1,16-20%
10688,2022-01-26,South,Electronics,Headphones,7337.81,3,0.0,22013.43,12943.26,9070.17,2022,1,Jan,1,41.20289296125138,2022-Q1,No Discount
14066,2022-01-27,Central,Electronics,Tablet,26930.71,2,0.05,51168.35,27425.09,23743.26,2022,1,Jan,1,46.402238883997626,2022-Q1,1-5%
12021,2022-01-27,Central,Furniture,Bookshelf,8827.25,5,0.05,41929.44,23530.09,18399.35,2022,1,Jan,1,43.881697442179046,2022-Q1,1-5%
10916,2022-01-27,Central,Electronics,Laptop,68085.1,6,0.05,388085.07,260775.0,127310.07,2022,1,Jan,1,32.804681200438864,2022-Q1,1-5%
14352,2022-01-27,North,Food & Beverage,Tea Set,1850.62,10,0.05,17580.89,9742.6,7838.29,2022,1,Jan,1,44.58414790149987,2022-Q1,1-5%
13275,2022-01-27,East,Clothing,Jacket,4787.05,5,0.15,20344.96,13145.59,7199.37,2022,1,Jan,1,35.38650358614615,2022-Q1,11-15%
13239,2022-01-28,East,Sports,Yoga Mat,1447.06,2,0.0,2894.12,1996.44,897.68,2022,1,Jan,1,31.017373156607192,2022-Q1,No Discount
11996,2022-01-28,South,Electronics,Smart Watch,14134.59,2,0.2,22615.34,15413.88,7201.46,2022,1,Jan,1,31.843253296213987,2022-Q1,16-20%
14033,2022-01-28,South,Food & Beverage,Juice Pack,236.85,4,0.2,757.92,628.47,129.45,2022,1,Jan,1,17.07963901203293,2022-Q1,16-20%
12176,2022-01-28,South,Electronics,Tablet,27953.03,1,0.05,26555.38,14803.67,11751.71,2022,1,Jan,1,44.25359381036912,2022-Q1,1-5%
12194,2022-01-28,Central,Clothing,Jacket,4159.85,2,0.0,8319.7,5086.48,3233.22,2022,1,Jan,1,38.8622185896126,2022-Q1,No Discount
12461,2022-01-28,East,Furniture,Sofa,45511.34,5,0.1,204801.03,132009.71,72791.32,2022,1,Jan,1,35.542457965177235,2022-Q1,6-10%
12234,2022-01-28,North,Electronics,Smart Watch,15439.79,3,0.15,39371.46,31807.53,7563.93,2022,1,Jan,1,19.21170817643034,2022-Q1,11-15%
11721,2022-01-29,South,Electronics,Laptop,78075.52,4,0.15,265456.77,178233.85,87222.92,2022,1,Jan,1,32.85767396325963,2022-Q1,11-15%
10200,2022-01-29,Central,Food & Beverage,Coffee Beans,1282.75,3,0.0,3848.25,1949.16,1899.09,2022,1,Jan,1,49.349444552718765,2022-Q1,No Discount
12149,2022-01-29,Central,Clothing,T-Shirt,772.57,3,0.15,1970.05,1400.19,569.86,2022,1,Jan,1,28.926169386563792,2022-Q1,11-15%
10671,2022-01-29,East,Clothing,T-Shirt,863.67,5,0.0,4318.35,2561.8,1756.55,2022,1,Jan,1,40.67641576064931,2022-Q1,No Discount
13266,2022-01-29,West,Clothing,Jeans,2002.89,5,0.1,9013.01,5696.01,3317.0,2022,1,Jan,1,36.80235570580749,2022-Q1,6-10%
12729,2022-01-29,South,Furniture,Sofa,40822.28,5,0.2,163289.12,132797.23,30491.89,2022,1,Jan,1,18.67355889969889,2022-Q1,16-20%
13668,2022-01-29,West,Sports,Yoga Mat,1588.92,2,0.1,2860.06,1843.93,1016.13,2022,1,Jan,1,35.52827563058118,2022-Q1,6-10%
14948,2022-01-30,East,Furniture,Chair,11536.25,1,0.0,11536.25,6922.74,4613.51,2022,1,Jan,1,39.99141835518474,2022-Q1,No Discount
11454,2022-01-30,West,Clothing,Jeans,1993.42,3,0.0,5980.26,3495.9,2484.36,2022,1,Jan,1,41.542675402072824,2022-Q1,No Discount
14260,2022-01-31,East,Sports,Dumbbells,3071.04,4,0.05,11669.95,7290.23,4379.72,2022,1,Jan,1,37.52989515807694,2022-Q1,1-5%
12300,2022-01-31,South,Furniture,Bed Frame,23480.69,4,0.2,75138.21,47122.08,28016.13,2022,1,Jan,1,37.28612912125535,2022-Q1,16-20%
14272,2022-01-31,East,Electronics,Smart Watch,13579.94,2,0.2,21727.9,14944.59,6783.31,2022,1,Jan,1,31.219353918234162,2022-Q1,16-20%
10052,2022-01-31,North,Clothing,Jeans,2221.66,6,0.05,12663.46,8295.82,4367.64,2022,1,Jan,1,34.490099862122996,2022-Q1,1-5%
10215,2022-02-01,South,Food & Beverage,Protein Bar,274.33,1,0.0,274.33,151.3,123.03,2022,2,Feb,1,44.84744650603288,2022-Q1,No Discount
10520,2022-02-01,South,Clothing,T-Shirt,805.71,6,0.15,4109.12,2853.46,1255.66,2022,2,Feb,1,30.557881006152172,2022-Q1,11-15%
14264,2022-02-01,Central,Clothing,Dress,2800.55,4,0.05,10642.09,7096.59,3545.5,2022,2,Feb,1,33.31582424129095,2022-Q1,1-5%
11042,2022-02-01,North,Electronics,Smart Watch,15877.62,2,0.0,31755.24,22219.53,9535.71,2022,2,Feb,1,30.028776353131008,2022-Q1,No Discount
13150,2022-02-01,North,Food & Beverage,Protein Bar,315.72,4,0.15,1073.45,881.11,192.34,2022,2,Feb,1,17.917928175508873,2022-Q1,11-15%
12353,2022-02-01,North,Clothing,Jacket,4873.97,7,0.2,27294.23,18154.47,9139.76,2022,2,Feb,1,33.486051813881545,2022-Q1,16-20%
13821,2022-02-02,West,Furniture,Bed Frame,22009.12,3,0.2,52821.89,39043.31,13778.58,2022,2,Feb,1,26.08498105614926,2022-Q1,16-20%
10501,2022-02-02,South,Clothing,T-Shirt,766.78,2,0.0,1533.56,859.11,674.45,2022,2,Feb,1,43.97936826729962,2022-Q1,No Discount
13511,2022-02-02,South,Food & Beverage,Protein Bar,278.11,2,0.05,528.41,343.7,184.71,2022,2,Feb,1,34.95581082871256,2022-Q1,1-5%
11346,2022-02-02,South,Food & Beverage,Snack Box,457.5,3,0.0,1372.5,687.27,685.23,2022,2,Feb,1,49.925683060109286,2022-Q1,No Discount
12994,2022-02-02,East,Furniture,Chair,12665.35,3,0.0,37996.05,23411.08,14584.97,2022,2,Feb,1,38.385490070678394,2022-Q1,No Discount
11010,2022-02-03,South,Sports,Tennis Racket,6520.1,4,0.15,22168.34,16264.27,5904.07,2022,2,Feb,1,26.632891772681216,2022-Q1,11-15%
14613,2022-02-03,North,Food & Beverage,Protein Bar,286.49,3,0.0,859.47,558.55,300.92,2022,2,Feb,1,35.01227500669017,2022-Q1,No Discount
12408,2022-02-03,North,Food & Beverage,Coffee Beans,1174.31,4,0.2,3757.79,2578.73,1179.06,2022,2,Feb,1,31.376420715367274,2022-Q1,16-20%
13513,2022-02-03,South,Food & Beverage,Juice Pack,242.4,3,0.05,690.84,471.51,219.33,2022,2,Feb,1,31.748306409588327,2022-Q1,1-5%
10359,2022-02-03,Central,Sports,Dumbbells,3091.33,6,0.15,15765.78,10217.68,5548.1,2022,2,Feb,1,35.1907739420441,2022-Q1,11-15%
13687,2022-02-03,North,Electronics,Smart Watch,15613.3,4,0.0,62453.2,40618.18,21835.02,2022,2,Feb,1,34.96221170412405,2022-Q1,No Discount
10365,2022-02-03,East,Electronics,Tablet,28655.57,2,0.0,57311.14,34471.64,22839.5,2022,2,Feb,1,39.85176354893656,2022-Q1,No Discount
14042,2022-02-04,North,Clothing,Shoes,3363.68,6,0.0,20182.08,10496.56,9685.52,2022,2,Feb,1,47.99069273335553,2022-Q1,No Discount
14714,2022-02-04,South,Food & Beverage,Snack Box,427.19,3,0.0,1281.57,654.38,627.19,2022,2,Feb,1,48.93919177259144,2022-Q1,No Discount
14251,2022-02-04,West,Food & Beverage,Protein Bar,309.49,6,0.0,1856.94,942.31,914.63,2022,2,Feb,1,49.254687819746465,2022-Q1,No Discount
